player_id,match_id,line_value
1627736,0022300190,5.5
1627736,0022300195,7.5
1627736,0022300027,12.5
1627736,0022300205,14.5
1627736,0022300219,13.5
1627736,0022300228,16.5
1627736,0022300049,15.5
1627736,0022300245,11.5
1627736,0022300056,10.5
1627736,0022300269,12.5
1627736,0022300286,12.5
1627736,0022301201,14.5
1627736,0022301229,16.5
1627736,0022300300,15.5
1627736,0022300315,15.5
1627736,0022300361,13.5
1627736,0022300378,11.5
1627736,0022300388,9.5
1627736,0022300401,12.5
1627736,0022300417,8.5
1627736,0022300433,10.5
1627736,0022300454,11.5
1627736,0022300466,12.5
1627736,0022300477,10.5
1627736,0022300496,12.5
1627736,0022300510,9.5
1627736,0022300528,10.5
1627736,0022300545,10.5
1627736,0022300552,11.5
1627736,0022300572,14.5
1627736,0022300592,13.5
1627736,0022300606,12.5
1627736,0022300624,12.5
1627736,0022300639,11.5
1627736,0022300648,7.5
1627736,0022300667,8.5
1627736,0022300683,7.5
1627736,0022300702,6.5
1627736,0022300711,6.5
1627736,0022300725,9.5
1627736,0022300738,11.5
1627736,0022300745,11.5
1627736,0022300767,14.5
1627736,0022300773,14.5
1627736,0022300790,14.5
1627736,0022300808,11.5
1627736,0022300817,13.5
1627736,0022300840,13.5
1627736,0022300849,13.5
1627736,0022300864,13.5
1627736,0022300880,12.5
1627736,0022300899,10.5
1627736,0022300915,7.5
1627736,0022300924,9.5
1627736,0022300945,8.5
1627736,0022300976,10.5
1627736,0022300998,12.5
1627736,0022301007,13.5
1627736,0022301030,13.5
1627736,0022301045,11.5
1627736,0022301061,13.5
1627736,0022301076,14.5
1627736,0022301095,15.5
1627736,0022301107,12.5
1627736,0022301122,13.5
1627736,0022301139,9.5
1627736,0022301148,7.5
1627736,0022301162,6.5
1627736,0022301179,7.5
1627736,0022301191,8.5
1627741,0022300091,14.5
1627741,0022300102,12.5
1627741,0022300118,11.5
1627741,0022300001,10.5
1627741,0022300133,11.5
1627741,0022300146,12.5
1627741,0022300158,14.5
1627741,0022300171,13.5
1627741,0022300180,14.5
1627741,0022300019,15.5
1627741,0022300209,11.5
1627741,0022300039,8.5
1627741,0022300230,11.5
1627741,0022300047,15.5
1627741,0022300254,15.5
1627741,0022300267,17.5
1627741,0022300284,18.5
1627741,0022301202,15.5
1627741,0022301229,13.5
1627741,0022300293,11.5
1627741,0022300315,12.5
1627741,0022300328,11.5
1627741,0022300338,12.5
1627741,0022300350,8.5
1627741,0022300365,9.5
1627741,0022300377,11.5
1627741,0022300391,13.5
1627741,0022300409,14.5
1627741,0022300422,17.5
1627741,0022300441,18.5
1627741,0022300454,14.5
1627741,0022300466,11.5
1627741,0022300480,9.5
1627741,0022300493,9.5
1627741,0022300507,8.5
1627741,0022300520,10.5
1627741,0022300533,10.5
1627741,0022300550,11.5
1627741,0022300564,12.5
1627741,0022300583,12.5
1627741,0022300590,12.5
1627741,0022300604,15.5
1627741,0022300614,15.5
1627741,0022300627,13.5
1627741,0022300636,12.5
1627741,0022300652,10.5
1627741,0022300670,7.5
1627741,0022300685,6.5
1627741,0022300691,6.5
1627741,0022300707,7.5
1627741,0022300719,7.5
1627741,0022300742,9.5
1627741,0022300753,11.5
1627741,0022300762,15.5
1627741,0022300779,16.5
1627741,0022300794,20.5
1627741,0022300805,20.5
1627741,0022300817,19.5
1627741,0022300836,16.5
1627741,0022300858,13.5
1627741,0022300871,11.5
1627741,0022300887,10.5
1627741,0022300896,10.5
1627741,0022300909,11.5
1627741,0022300927,12.5
1627741,0022300939,12.5
1627741,0022300958,12.5
1627741,0022300969,11.5
1627741,0022300985,11.5
1627741,0022301002,12.5
1627741,0022301018,10.5
1627741,0022301028,9.5
1627741,0022301042,9.5
1627741,0022301052,8.5
1627741,0022301067,9.5
1627741,0022301080,9.5
1627741,0022301093,11.5
1627741,0022301111,10.5
